shot_id,shot_made_flag
1,0.395870158610045
8,0.372343576755654
17,0.570127126082121
20,0.668652620243001
33,0.399065256250514
34,0.451748337378823
35,0.474102131966823
36,0.439679774579894
37,0.57752460425143
38,0.441055285534924
45,0.408202978095304
50,0.462489554630206
55,0.330570311034712
60,0.344816407778004
66,0.285879334970444
67,0.326555778269114
71,0.424960834454921
80,0.328791320641487
85,0.315883063775106
86,0.68912453315198
95,0.68733963718366
104,0.400233078620807
113,0.415094744203118
123,0.346360301847867
126,0.809961049834786
133,0.409744020506145
141,0.250606354955084
144,0.444360547231645
150,0.554070106428518
152,0.469320897276539
153,0.532877517278474
156,0.387161985413419
159,0.909767570912823
165,0.702998677258953
172,0.416959365197954
182,0.838021529239413
192,0.452422183871488
193,0.549757247820633
196,0.374437465455926
202,0.445621225250707
210,0.334192898496601
211,0.465234909922018
228,0.926645004999003
257,0.418805178270407
260,0.430712216137002
264,0.412221123326166
267,0.707036291979707
279,0.911963765753669
282,0.452150583925234
293,0.356836258311147
299,0.932303120514025
300,0.723854954929072
301,0.856793727151005
317,0.327444362972857
327,0.405257429354043
328,0.276748872868608
335,0.386749176871115
346,0.861353397691056
348,0.223859069859259
365,0.434450800246271
390,0.601459587496338
391,0.64003213356521
392,0.865549176814085
397,0.36645917038709
418,0.400204660186139
428,0.256134080103167
434,0.667638348561396
439,0.68700594824364
440,0.356615761315069
456,0.415215063701255
459,0.316639570102759
472,0.373890579749853
480,0.282854921728415
491,0.333857771096779
497,0.448064923658304
509,0.385921381199569
511,0.381737746172573
523,0.223799074536135
533,0.396630382088879
544,0.43259871713252
546,0.370899697139021
555,0.686131283904008
558,0.365653952191213
560,0.34016866586756
573,0.291065267939297
591,0.448055590111193
596,0.358113032390264
597,0.404390282057098
601,0.648907633436952
605,0.417003062707447
617,0.362046391033854
628,0.373788918750013
634,0.375306348934467
646,0.267372455837294
649,0.370401045781702
651,0.707432920856179
654,0.878115821990124
656,0.515899631271749
657,0.432344832603039
669,0.392000310523048
670,0.876911974227326
693,0.788906182937947
694,0.354434822488665
699,0.425195077620198
711,0.421366181897476
718,0.374242260717387
722,0.340266886468672
723,0.402600975483733
725,0.81831973961167
734,0.394731496200319
735,0.428365912367836
737,0.888990465303216
746,0.336251045366011
747,0.702996859363687
766,0.373674531767726
767,0.362354188355111
771,0.2922224661912
773,0.199159076156859
774,0.374475672367204
783,0.283120010989575
784,0.334176766003007
789,0.323963046850682
792,0.362536658231922
804,0.312603499299877
809,0.463166197219239
812,0.409550854328855
813,0.34607784050409
817,0.394088366836568
820,0.382862872127622
825,0.414200080822817
826,0.384115787822364
829,0.353736297391476
855,0.366234691427765
859,0.742558590054053
862,0.375050567733736
870,0.327404522249923
876,0.400054173195561
880,0.356703290169198
886,0.970984736756699
889,0.886431301582813
891,0.492802199278854
897,0.974450925136098
902,0.354791926800995
903,0.338200306777418
908,0.35235368862208
909,0.349508598013337
920,0.33261255965847
922,0.407137067718101
924,0.620272983697993
932,0.354934018642892
934,0.331866251806422
937,0.416141512824924
941,0.341066757552644
943,0.396957076782621
950,0.385234699668794
952,0.342217088006479
954,0.897570564871109
963,0.410282205901477
975,0.411123407667146
979,0.401752859069677
981,0.416012518630365
983,0.273049469065569
985,0.569435676092295
989,0.4932780200597
995,0.408941381082115
998,0.376467284412216
1008,0.264688410708964
1019,0.577328876656109
1023,0.378630801258085
1026,0.321702528736826
1029,0.74564104441498
1034,0.909450087914058
1036,0.774574585300779
1038,0.254637014955924
1039,0.669736529216545
1051,0.369863717093114
1052,0.370999976601681
1066,0.292504012438015
1087,0.249526503419196
1092,0.214501163270328
1094,0.758040324260102
1098,0.412388553898456
1099,0.45002721135368
1102,0.382130429737854
1118,0.344640055900333
1131,0.27904952179188
1133,0.617218330871253
1135,0.923094517547638
1138,0.614098854457158
1139,0.854412789219782
1142,0.376072390657532
1151,0.322319953289108
1152,0.384539856260438
1155,0.602555561891413
1165,0.360523275654862
1167,0.9056391728546
1172,0.337140351510027
1174,0.748662706074789
1180,0.518827815964757
1200,0.504019161579748
1202,0.440711202275115
1227,0.697479276948151
1228,0.544253404573012
1229,0.359024573367193
1237,0.444951122305671
1241,0.363705025097986
1256,0.282584018892718
1279,0.344102155120793
1293,0.293706614478644
1295,0.332011330079062
1319,0.728108566428405
1320,0.393647385626036
