shot_id,shot_made_flag
1,0.384807449047613
8,0.337140461808287
17,0.597229677056306
20,0.703347783934477
33,0.373717363154415
34,0.40927096254148
35,0.487426143073828
36,0.456344759274483
37,0.619983524398558
38,0.400636084720616
45,0.425872821838035
50,0.412671953669274
55,0.300932767637913
60,0.329177982442298
66,0.315266049115215
67,0.346775138092643
71,0.387143697693107
80,0.341371746092771
85,0.33667076645291
86,0.64996869825063
95,0.647558028619788
104,0.365644196825481
113,0.367810471415867
123,0.35018412973861
126,0.803006953222994
133,0.482100866374156
141,0.291275707600486
144,0.395102081770654
150,0.627571880917764
152,0.408712534457343
153,0.609934114390583
156,0.378930482618813
159,0.903343845772952
165,0.778975798245312
172,0.391625871355059
182,0.83458194706945
192,0.404759555411661
193,0.620417660357998
196,0.374033368481844
202,0.406263472650377
210,0.29879591740351
211,0.406963727852906
228,0.914638104592653
257,0.37985154613496
260,0.385488830210451
264,0.370152923884082
267,0.662224675117882
279,0.897412291086002
282,0.392666221262162
293,0.353953748066209
299,0.860838742959489
300,0.68408405283853
301,0.816268442261056
317,0.326417023293608
327,0.376026451485775
328,0.325920188824407
335,0.396979803508359
346,0.81649076651134
348,0.293428773074182
365,0.393729979427905
390,0.632671188728078
391,0.645779502643959
392,0.804135986773124
397,0.345532731206054
418,0.360806604851672
428,0.285260335595392
434,0.628054552288727
439,0.600934660150863
440,0.356847588086756
456,0.369672618440237
459,0.324996722372038
472,0.372012667160547
480,0.297394377895307
491,0.34130612332201
497,0.379952353701207
509,0.367999326142556
511,0.355742791321958
523,0.256260088925825
533,0.384011523542585
544,0.430875915800177
546,0.380354966035226
555,0.687489063889401
558,0.352058254789329
560,0.3475385757449
573,0.315970041288135
591,0.403751341463225
596,0.347487625946517
597,0.379679636496213
601,0.618307363069543
605,0.39713196954099
617,0.340606429707935
628,0.3524909372537
634,0.369058694678627
646,0.296864626126321
649,0.360958830378172
651,0.695418789793062
654,0.872058747413024
656,0.482642022664603
657,0.394435605798389
669,0.367342817135638
670,0.87150008667821
693,0.72871481989331
694,0.347172519109295
699,0.404654823735324
711,0.384398530842589
718,0.361334796392613
722,0.346152055081929
723,0.373077496906863
725,0.748099535086702
734,0.365752481232068
735,0.432457757889132
737,0.832442377572383
746,0.342149234982097
747,0.669805899026172
766,0.3493661622869
767,0.370084513385571
771,0.322681376455092
773,0.266282563189703
774,0.352376166318533
783,0.315820642770133
784,0.342406331822014
789,0.339706642931867
792,0.366175685788314
804,0.315064530283428
809,0.411350129560305
812,0.394002665148265
813,0.335876599621684
