shot_id,shot_made_flag
1,0.38102371726127
8,0.390406400715421
17,0.570665365871423
20,0.678004235607206
33,0.393255176794096
34,0.452738331482283
35,0.481304303820571
36,0.445657484550348
37,0.56690661746018
38,0.413014457688082
45,0.406300075422722
50,0.425775926654594
55,0.30957085678713
60,0.3523744948559
66,0.277769392090365
67,0.352015355294699
71,0.439755397534576
80,0.325259352660681
85,0.34059061556004
86,0.691379745774733
95,0.684197966957655
104,0.406364759971688
113,0.403462280994738
123,0.368560994985959
126,0.81763204686203
133,0.4231324466687
141,0.252270959936109
144,0.431664850459013
150,0.543503957131622
152,0.443946488468766
153,0.53745802364966
156,0.394147428978354
159,0.927001225378469
165,0.706013945302011
172,0.413715216161004
182,0.821271963273215
192,0.471676541483269
193,0.543358086360166
196,0.375534727299034
202,0.442162850156211
210,0.336257747498699
211,0.453141161716954
228,0.928029382112062
257,0.422256174823294
260,0.441011196092165
264,0.382745157868213
267,0.695897461575891
279,0.91983796989737
282,0.450556902326666
293,0.364989844460682
299,0.924536084135175
300,0.708966948387415
301,0.881687419558457
317,0.335533525192118
327,0.408754380139649
328,0.286012467341136
335,0.377242688388846
346,0.850711488077126
348,0.231682981124903
365,0.436180380250781
390,0.60516005747177
391,0.625116926526367
392,0.873604751206566
397,0.363214356191541
418,0.39630855380381
428,0.207358966516783
434,0.669875977058292
439,0.674711522961968
440,0.373731877535854
456,0.398884329146741
459,0.299578097895117
472,0.381240306151723
480,0.271453873619633
491,0.317499682217549
497,0.444717381334006
509,0.347250855841215
511,0.344755179760576
523,0.266721900694021
533,0.380287870137911
544,0.442976720221759
546,0.356042762933479
555,0.686845765335186
558,0.352872924425942
560,0.317554792792369
573,0.282964012216886
591,0.442116570809892
596,0.369317432842709
597,0.446015423931981
601,0.623138073329654
605,0.4290010011955
617,0.331686402067362
628,0.310890378900407
634,0.39096987031477
646,0.256232455502038
649,0.372733615546158
651,0.725658722237543
654,0.902175692227438
656,0.500449260322364
657,0.46214048164468
669,0.392265033211818
670,0.8699499936035
693,0.754119549598582
694,0.327653637766176
699,0.423258710947282
711,0.43170348320592
718,0.381192162775496
722,0.351413567107164
723,0.361370038198605
725,0.794181416901782
734,0.368215212516249
735,0.437299625902202
737,0.900791671217585
746,0.32580481395344
747,0.706951520093465
766,0.357933613394712
767,0.354643308491455
771,0.294277621074983
773,0.201672237405618
774,0.400513693339493
783,0.312919365847829
784,0.327043819501864
789,0.376708511303719
792,0.35565736982319
804,0.310755870735153
809,0.414880586004665
812,0.376225051897706
813,0.341106846263407
817,0.332163298697779
820,0.380800041573633
825,0.42892744972225
826,0.385373037743335
829,0.333446862330062
855,0.350668328507901
859,0.73833917001726
862,0.375801803533623
870,0.318900572356758
876,0.380915960112515
880,0.356320592373235
886,0.986018863119271
889,0.867417042399127
891,0.479800752714474
897,0.982891721069272
902,0.345553564569545
903,0.375014493173352
908,0.389311517944048
909,0.341335545627845
920,0.350100778535799
922,0.430009045793495
924,0.636456460683164
932,0.360206711893347
934,0.36889251052452
937,0.407559081978063
941,0.373789770552733
943,0.419397458160378
950,0.397376150941624
952,0.33733328473557
954,0.903455917157224
963,0.398044544221426
975,0.356260501094512
979,0.375885161012816
981,0.413419369715586
983,0.252035688231711
985,0.595874497110149
989,0.564339971300113
995,0.399435010444333
998,0.377038037748386
1008,0.25922528191523
1019,0.569754811035167
1023,0.386060427640188
1026,0.319246848838682
1029,0.73800591590551
1034,0.889704460436424
1036,0.767210707149768
1038,0.296772448409725
1039,0.678291156105519
1051,0.358071041619914
1052,0.311492408226201
1066,0.292921224733461
1087,0.264041940164148
1092,0.227540399667313
1094,0.734631730798019
1098,0.45133568096429
1099,0.473808447202263
1102,0.389406270914868
1118,0.312353664409183
1131,0.260068634087521
1133,0.620420106214901
1135,0.932356907588911
1138,0.614194830322775
1139,0.864562323609816
